COD_PAI4;COD_SAL;CANTI;FOBDOL;FOBPES
CHL;CTG;78000;108060;2093968686
CHL;CTG;1152;5;9728
CHL;CTG;200;80;155648
CHL;CTG;22234;9490628;18246301768
CHL;CTG;148500;272883;52579915089
CHL;CTG;21040;813511;15640237082
CHL;CTG;179800;908889;1747393636
CHL;CTG;17000;2471625;4797448841
CHL;CTG;7000;970375;1883507579
CHL;CTG;52000;80060;1553972606
CHL;CTG;12000;30221;5873330466
CHL;CTG;21225;3592892;695558741
CHL;CTG;24000;33700;65207815
CHL;CTG;50000;55440;1073010092
CHL;CTG;2151002;5981822;11500411704
CHL;CTG;1043400;4243852;8215926334
CHL;CTG;3024000;3624364;6970899369
CHL;CTG;25000;41439;8053503894
CHL;CTG;24000;43109;8378061714
CHL;CTG;63710;12799638;24779203193
CHL;CTG;102000;107240;207475726
CHL;CTG;104000;180470;3492232745
CHL;CTG;44654;132315;256022909
CHL;CTG;108167;38397201;74271021986
CHL;CTG;1596900;7528655;14566450933
CHL;CTG;112500;64777;125340256
CHL;CTG;498000;1035597;2004064722
CHL;CTG;15616;9792;1903036032
CHL;CTG;16750;27714;5366344962
CHL;CTG;24750;472625;9149689163
CHL;CTG;86201;36133716;69858959669
CHL;CTG;3024;4510552;870928954
CHL;CTG;16500;37035;712020096
CHL;CTG;61500;9115922;17651433246
CHL;CTG;30000;4306199;832263387
CHL;CTG;31000;345375;6675097163
CHL;CTG;52000;801941;1554613459
CHL;CTG;12000;1736951;3357022567
CHL;CTG;140544;9648;1867785264
CHL;CTG;25000;44889;8691991737
CHL;CTG;148500;2611515;5055710234
CHL;CTG;41;712;13814651
CHL;CTG;8;8;1547328
CHL;CTG;100;125;241770
CHL;CTG;89;624;12069158
CHL;CTG;15;14;2707824
CHL;CTG;260;420;8123472
CHL;CTG;18;136;2630458
CHL;CTG;1;14500;28045320
CHL;CTG;28;176;3404122
CHL;CTG;64700;26470587;51198350551
CHL;CTG;148500;249420;4824181872
CHL;CTG;41097;18155303;35093563133
CHL;CTG;148500;2620425;5105845704
CHL;CTG;505000;761703;1463399038
CHL;CTG;61500;9115922;17694095761
CHL;CTG;138250;27235507;52660181241
CHL;CTG;66750;113762;21871427072
CHL;CTG;49500;8752852;16816154319
CHL;CTG;125000;207500;400655525
CHL;CTG;50000;84600;163351602
CHL;CTG;81000;6182657;11995962071
CHL;MAM;276563;21503313;41541820318
CHN;CTG;6125;1078868;20886129272
CHN;CTG;304254;6918121;13392721263
CHN;CTG;75812;4609745;8919626088
CHN;CTG;166;30712;593008794
CHN;CTG;31752;3848019;7398047408
CHN;CTG;355776;8960141;17226408681
CHN;CTG;68076;10462538;20100837256
CHN;CTG;68734;10567022;20301574007
CHN;CTG;682337;7608303;14628940676
CHN;CTG;504;44236;85655494
CHN;CTG;3000;2049578;3967839538
CHN;CTG;1574;9778576;1897297987
CHN;CTG;54000;16920;327014532
CHN;CTG;1884;190455;3710977584
CHN;CTG;19884;13163208;25478837037
CHN;CTG;44905;56655;110106726
CHN;CTG;248505;7901462;15256695932
CHN;CTG;20202;9363627;18131071869
CHN;CTG;205005;148868;2893190033
CHN;CTG;216000;37455307;72498866782
CHN;CTG;14400;335988;650583644
CHN;CTG;3230931;1371912035;26457597884
CHN;CTG;4045;368095;7076847232
CHN;CTG;369138;158937198;30559808683
CHN;CTG;250205;1208911;2327697685
CHN;CTG;13579;259928;500478368
CHN;CTG;159325;589913;113426112
CHN;CTG;1600700;67208741;12999245849
CHN;CTG;863622;363438387;69880479299
CHN;CTG;16498;1019031;1962093239
CHN;CTG;1389673;599261067;11521153570
CHN;CTG;98000;86160;1667962824
CHN;CTG;3967;202317;3906478258
CHN;CTG;20700;15111;2931926886
CHN;CTG;1121;57413;11030300386
CHN;CTG;4378;232034;4484544321
CHN;CTG;4285;227105;4389281046
CHN;CTG;705;44874;8672842854
CHN;CTG;705;44874;8672842854
CHN;CTG;41286;32974755;63694428576
CHN;CTG;17280;46080;892058112
CHN;CVE;52478808;338611304;652734000000
CHN;CVE;1113;718116;13902223079
CHN;CVE;15907982;9529181249;183204000000
CHN;CVE;709061;457491186;88567091171
CHN;CVE;7945389;516150459;99453418892
CHN;CVE;15900;10407400;20147997882
CHN;CVE;554115;35751918;69213210614
TWN;CTG;14000;46400;90062864
TWN;CTG;9975;177375;34345653375
TWN;CTG;9975;177375;342667215
TWN;CTG;259130;8486508;16428945972
TWN;CTG;50540;1677928;3249022324
DNK;CTG;41931;12003587;23237624038
DNK;CTG;42080;12388352;23961054904
DNK;CTG;1856;138284;265859287
DNK;CTG;41906;11520532;22259940266
DNK;CTG;43353;13447481;26038760885
DNK;CTG;20975;5983706;11585292535
DNK;CTG;41952;10784028;20876691965
DMA;CTG;177398;1723148;3357519416
DMA;CTG;82735;6560321;12673752933
ECU;CTG;11601;272;52293632
ECU;CTG;10082;1225;2355136
ECU;CTG;12151;7359;14148119
ECU;CTG;24602;10018413;19370801904
ECU;CTG;26000;5252;1019024552
ECU;CTG;793313;2875491;5579200168
ECU;CTG;264725;130394;2529982624
ECU;CTG;500;583422;1128431496
ECU;CTG;174;544;105312416
ECU;CTG;12115;7359;142462145
ECU;CTG;26218;10682257;20661194199
ECU;CTG;19800;17226;3311801856
ECU;CTG;8000;39086;7509280492
ECU;CTG;19800;17226;3311801856
ECU;CTG;39600;34452;6687167652
ECU;CTG;5000;5500;10648770
ECU;CTG;17000;18700;36382720
ECU;CTG;575250;94051724;18185088939
ECU;CTG;189500;32284776;62458413891
ECU;CTG;19635;4226762;8161327943
ECU;CTG;270000;448420;8670290384
ECU;CTG;81000;140520;2716982304
ECU;CTG;1055068;3992236;7719068151
ECU;CTG;114135;566328;1095006515
ECU;CTG;27000;45220;874337744
ECU;CTG;15748;8976875;172585808
ECU;CTG;16000;84674;16279084544
ECU;CTG;73250;12624974;24255352548
ECU;CTG;4000;709926;136392403
ECU;CTG;10695;502955;9669611648
ECU;CTG;70104;26052;5008653312
ECU;CTG;100000;40678;7821403128
ECU;CTG;114;18;3460608
ECU;CTG;87;8;1538048
ECU;CTG;101750;16597086;32215109897
ECU;CTG;12750;2238914;4345754463
ECU;CTG;77370;16655184;32249932435
ECU;CTG;20000;35450;68543284
ECU;CTG;378000;614180;11921295218
ECU;CTG;27000;46570;903928357
ECU;CTG;3331777;9797216;1894311308
ECU;CTG;37907;1129879;2184643644
ECU;CTG;14250;1292475;2499026262
ECU;CTG;420;116784;22580419968
ECU;CTG;372793;2321646;4488948974
ECU;CTG;27000;46300;89868763
ECU;CTG;561712;1197305;2323980978
ECU;CTG;141772;241152;4669498522
ECU;CTG;5696;44544;8625188352
ECU;CTG;764015;2703481;5197604431
ECU;CTG;28107;15253125;29369129531
ECU;CTG;3;3;577635
ECU;CTG;315;28;539126
ECU;CTG;1070856;831624;16091508588
ECU;CTG;109675;76875;1487492813
ECU;CTG;485076;1392192;26957431354
ECU;CTG;472641;172052;33309328916
ECU;CTG;81000;137010;2646197878
ECU;CTG;135000;236630;4584751878
ECU;CTG;19000;38786;7537903956
ECU;CTG;10000;1393333;2697339421
ECU;CTG;14000;1460667;2827690639
ECU;CTG;12000;21660;418624986
ECU;CTG;55811;1982;38561792
ECU;CTG;6387631;18144919;35263924279
ECU;CTG;1546714;4245193;8259447501
ECU;CTG;23805;12140526;23481719768
ECU;CTG;277400;1303496;2536081817
ECU;CTG;52000;74994;145838502
ECU;CTG;16601600;17931579;34834961699
ECU;CTG;50000;180773;351711949
ECU;CTG;163200;2929918;57004484608
ECU;CTG;235123;5837888;11301742516
ECU;CTG;4;216;41706792
ECU;CTG;46;100548;19447592
ECU;CTG;302;99195;19153265
ECU;CTG;17280;43200;83632176
ECU;CTG;49280;13567756;26227064846
ECU;CTG;222500;371615;7176549041
ECU;CTG;96225;20714039;40100929521
ECU;CTG;4833;208665;4040046531
ECU;CTG;769111;47024;9138926304
ECU;CTG;19291;10290677;19881431466
ECU;CTG;8501564;21666117;41839042444
ECU;CTG;340;2877;557027478
ECU;CTG;639648;17820663;3448329146
ECU;CTG;6160;12601854;2439580314
ECU;CTG;239406;58320347;1128988490
ECU;CTG;33420;10101286;19494370797
ECU;CTG;10908;1053621;203440518
ECU;CTG;21816;5782299;11117924565
ECU;CTG;30000;8642308;16710075364
ECU;CTG;500;2377;460265641
ECU;CTG;660148;3667893;712840333
ECU;CTG;199698;83327;16194269142
ECU;CTG;125300;1793845;34727583509
ECU;CTG;2608031;3147012;60835610138
ECU;CTG;3624772;1385425;26760595583
ECU;CTG;54000;95300;184532249
ECU;CTG;19000;3878601;7489074313
ECU;CTG;34375;6388108;12410682434
ECU;CTG;15125;3206042;6207955306
ECU;CTG;416000;427200;821317632
ECU;CTG;43200;849756;16487475766
ECU;CTG;200000;83334;16136212422
ECU;CTG;51408;148320;287196120
ECU;CTG;17000;132860;2572023454
ECU;CTG;6600;1908501;3685067326
ECU;CTG;1224;364956;704682592
ECU;CTG;908;257115;49645564
ECU;CTG;43;12;2320992
ECU;CTG;322;1314;25375382
ECU;CTG;4;20;386832
ECU;CTG;13002;1212;2344162
ECU;CTG;209600;3051218;59224446502
ECU;CTG;54000;89495;172995471
ECU;CTG;25000;4812037;9307249484
ECU;CTG;24750;497895;9701384496
ECU;CTG;24000;33680;650936728
ECU;CTG;2000;1572963;3042362116
ECU;CTG;17600;47904;9298214304
ECU;CTG;54000;95480;1846735968
ECU;CTG;906257;3963444;7693084439
ECU;CTG;2149972;5405508;10492145083
ECU;CTG;1352187;6625582;12860320918
ECU;CTG;24750;4431975;8579816083
ECU;CTG;24000;32480;627744208
ECU;CTG;12000;1988312;3868459827
ECU;CTG;49500;853475;1650757206
ECU;CTG;58165;12048356;2338597948
ECU;CTG;208;47568;92548301
ECU;IPI;34000;58650;1134848175
EGY;CTG;19217;5090309;9854481902
EGY;CTG;5;84725;16405555925
EGY;CTG;1417425;708696;1362510582
EGY;CTG;19924;5946931;11512604254
SLV;CTG;2452;8640325;1681061632
SLV;CTG;502;436471;845584612
SLV;CTG;48;264;51242664
SLV;CTG;1086;821141;1593842893
SLV;CTG;36;32924;63905813
SLV;CTG;2743;613305;1190431138
SLV;CTG;2000;2800;5432728
SLV;CTG;202;2020;39193252
SLV;CTG;22414000;470994;914204064
SLV;CTG;36000;31680;613369152
SLV;CTG;203;15834;30733952
SLV;CTG;727301;17289;3354515514
SLV;CTG;831;292;56138752
SLV;CTG;3900;59670;1162658016
SLV;CTG;780;23118;447640769
SLV;CTG;4968;48276;934782671
SLV;CTG;624;316992;613801119
SLV;CTG;914;52227;1011187838
SLV;CTG;768;91397;176957388
SLV;CTG;1262;15596;299842458
SLV;CTG;1504;924868;1795178037
SLV;CTG;7;1825;354234325
SLV;CTG;192;4635;8996581
SLV;CTG;96;771196;1493289951
SLV;CTG;10;165364;320199274
SLV;CTG;6;41254;798813578
SLV;CTG;48;13321;256104218
SLV;CTG;85;60875;1178625225
SLV;CTG;32;8350;16166769
SLV;CTG;1021;131193;252226414
SLV;CTG;1358;1883691;3621508969
SLV;CTG;2;5;970505
SLV;CTG;15;6;1164606
SLV;CTG;3;15;2911515
SLV;CTG;131;683;13257098
SLV;CTG;14;75;1455758
SLV;CTG;43;25;485253
SLV;CTG;16815;463743;8979594832
SLV;CTG;3414;3144288;6086115295
SLV;CTG;300;2730;52842153
SLV;CTG;1664;2083063;4052807373
SLV;CTG;1894;2616528;5090716875
SLV;CTG;1714;42850;82963599
SLV;CTG;109230;10783593;20872830447
SLV;CTG;5386;182343;354376327
SLV;CTG;33632;247262;480543807
SLV;CTG;3867;310549;601944821
SLV;CTG;778373;16137716;3118952509
SLV;CTG;10685;6247;120935048
SLV;CTG;124158;1077822;2087019073
SLV;CTG;223223;1671174;3242512065
SLV;CTG;31875;10353;201427968
SLV;CTG;2845396;4260791;8249487886
SLV;CTG;15733;5141886;9885584349
SLV;CTG;2814;336912;655495987
SLV;CTG;168;41904;81528422
SLV;CTG;1248;17748;345305088
SLV;CTG;103;71632;137716818
SLV;CTG;38;13033;25056724
SLV;CTG;7875;2275;43707755
SLV;CTG;783;7020;134869644
SLV;CTG;294;101402;194951429
SLV;CTG;42;140137;269421791
SLV;CTG;225;45;864549
SLV;CTG;246;162284;312000727
SLV;CTG;200;308;59638964
SLV;CTG;369936;2072448;4038123479
SLV;CTG;216000;288792;561873715
SLV;CTG;200;490;9488017
SLV;CTG;1085;1045105;203636619
SLV;CTG;28558;344447;666825281
SLV;CTG;120;3138;60908894
SLV;CTG;284;29726;57698463
SLV;CTG;4;21088;40804226
SLV;CTG;100;525;101657325
SLV;CTG;130;260;5034458
SLV;CTG;200;166;32143078
SLV;CTG;11823;175435;341831589
SLV;CTG;3744;45154;87414983
SLV;CTG;8;6516;12608134
SLV;CTG;29943;361143;699147568
SLV;CTG;5424;917664;1788049951
SLV;CTG;728;78224;151359529
SLV;CTG;18;27144;52522283
SLV;CTG;20;80471;155707361
SLV;CTG;7;1452;28095474
SLV;CTG;1;2684;5193406
SLV;CTG;85;8585;16623393
SLV;CTG;1;894;1729845
SLV;CTG;4237;7945144;15381026943
SLV;CTG;11798;309528;600564797
SLV;CTG;145;362;70534976
SLV;CTG;90;632;123143936
SLV;CTG;370;16285;314873732
SLV;CTG;500;370;7209376
SLV;CTG;60;204;3974899
SLV;CTG;40;17415;33714221
SLV;CTG;34;18608;36118314
SLV;CTG;1718;488332;947857294
SLV;CTG;234;224972;436672902
SLV;CTG;300;306543;59344579
SLV;CTG;340;101261;196034208
SLV;CTG;75;193925;377858984
SLV;CTG;26650;468505;9128726224
SLV;CTG;229;10716;208799117
SLV;CTG;51;5058;97939571
SLV;CTG;108;210;4066293
SLV;CTG;100;1184;22926147
SLV;CTG;4375;1878313;3630234319
SLV;CTG;33000;16302;3150703842
SLV;CTG;540;2260;43679246
SLV;CTG;38032;827757;1602479609
SLV;CTG;11664;132222;2559725365
SLV;CTG;637;33244;64502003
SLV;CTG;2000;252134;4892055149
SLV;CTG;18015;432806;83975617
SLV;CTG;612;87966;170676911
SLV;CTG;84;28858;55992023
SLV;CTG;60;68578;13305915
SLV;CTG;13195;93136;180708055
SLV;CTG;23;12368;23997136
SLV;CTG;96;34035;66036749
SLV;CTG;20528;102304;198496359
SLV;CTG;15736;1007046;1953931072
SLV;CTG;16;19788;38393865
SLV;CTG;1728;23746;46073414
SLV;CTG;120;67279;130538753
SLV;CTG;220;134394;260759302
SLV;CTG;3483;232647;451395668
SLV;CTG;800;1344;260183616
SLV;CTG;535;21715;42132746
SLV;CTG;95000;362779;703885583
SLV;CTG;37002;435231;8444613
SLV;CTG;8;12063;23405356
SLV;CTG;305;183194;35544399
SLV;CTG;600;18551;35993763
SLV;CTG;1000;30919;59990899
SLV;CTG;3000;47408;91983846
SLV;CTG;9528;485426;941852651
SLV;CTG;9050;26426;5107379446
SLV;CTG;51;674;13077352
SLV;CTG;40;42449;82362097
SLV;CTG;24;16597;32202495
SLV;CTG;36;3816;73862878
SLV;CTG;919;1722718;3334510188
SLV;CTG;950;8125;1572943125
SLV;CTG;20010;5812632;11252848668
SLV;CTG;204;78132;151258083
SLV;CTG;18;33912;65798097
SLV;CTG;175;150565;292135247
SLV;CTG;1493314;10590583;20477104042
SLV;CTG;10000;17039;331510784
SLV;CTG;106951;272141;530261296
SLV;CTG;1919642;4981821;9628415265
SLV;CTG;200;4600;8905278
SLV;CTG;41004;40200;77824386
SLV;CTG;884;172;3351386
SLV;CTG;12900;212556;4109812771
SLV;CTG;12000;2047043;3957998581
SLV;CTG;100;37992;73458292
SLV;CTG;25000;4266382;8258051663
SLV;CTG;25000;4446336;8597079583
SLV;CTG;50000;8532763;16498267916
SLV;CTG;110000;17999598;34937399714
SLV;CTG;15000;1217838;2363835736
SLV;CTG;585974;1715574;3328659609
SLV;CTG;90600;750651;1456458109
SLV;CTG;6000;57531;111625098
SLV;CTG;57500;252304;489535359
SLV;CTG;441000;1318193;2554602181
SLV;CTG;2160;66764;1295395187
SLV;CTG;4747;846946;1643295446
SLV;CTG;60175;12093209;23413157871
SLV;CTG;1775145;4078698;7842357366
SLV;CTG;20175;3951209;7649105991
SLV;CTG;50000;8232838;15896539909
SLV;CTG;1954;3397464;6527275786
SLV;CTG;734;3125;60504375
SLV;CTG;21256;28858;55873128
SLV;CTG;16848;1404;271834056
SLV;CTG;2983;166544;3224525
SLV;CTG;1600;22044;4295229312
SLV;CTG;54;5904;114868224
SLV;CTG;114877;359819;700063846
SLV;CTG;540;101736;197937562
SLV;CTG;940;814158;1584025805
SLV;CTG;5554;1130371;2199249818
SLV;CTG;600;654149;126970975
SLV;CTG;713;2900528;5576439111
SLV;CTG;1;111275;21531156125
SLV;CTG;31;2180261;4241915802
SLV;CTG;185;5700;10958592
SLV;CTG;38;295792;568677868
SLV;CTG;1;1166741;2243129577
SLV;CTG;480;370372;715140184
SLV;CTG;127971;859704;1668049283
SLV;CTG;5349;432;83819232
SLV;CTG;37092;31356;608387926
SLV;CTG;95678;404238;784326822
SLV;CTG;615;8928;17322641
SLV;CTG;38262;354936;688668123
SLV;CTG;3662;264;51222864
SLV;CTG;32714;11646;22596268
SLV;CTG;35229;33516;650297542
SLV;CTG;1142252;1702004;3302330282
SLV;CTG;82;328734;63507464
SLV;CTG;134173;8064;1559706624
SLV;CTG;6792;9582;1853312112
SLV;CTG;99493;378654;732377421
SLV;CTG;30347;12024;232563398
SLV;CTG;164;23808;46048481
SLV;CTG;3756;31344;60624311
SLV;CTG;7324;264;51061824
SLV;CTG;81803;26568;513867629
SLV;CTG;52004;47196;912846154
SLV;CTG;5;22145;42781483
SLV;CTG;48;6;1160496
SLV;CTG;1142252;1702004;3302330282
ARE;CTG;17910;5330272;10346111255
ARE;CTG;518448;902465;17474700535
ESP;BOG;1012;38000;73473760
ESP;CTG;20763;7611497;14704498824
ESP;CTG;606;113013;2183275544
ESP;CTG;11824;421996;815245632
ESP;CTG;200;454176;877413531
ESP;CTG;45;634813;1226382538
ESP;CTG;53068;646754;12494511175
ESP;CTG;40000;22660976;44040700417
ESP;CTG;40000;18337203;35637620542
ESP;CTG;1979351;7061504;1367340204
ESP;CTG;22078;2972506;5754563541
ESP;CTG;58544;16998712;3266581459
ESP;CTG;1131077;307776;598150345
ESP;CTG;228816;5068456;9850341498
ESP;CTG;405944;14726359;28471065817
ESP;CTG;20491;550952;10666045054
ESP;CTG;64970;18239603;35486971597
ESP;CTG;98000;14642304;28317350845
ESP;CTG;12000;1801246;3487086169
ESP;CTG;75000;28509039;551150480
ESP;CTG;10000;1535444;2964742756
ESP;CTG;129724;35375481;68677157839
ESP;CTG;19258;534948;1034332657
ESP;CTG;2482;907505;1760795651
ESP;CTG;2064768;7515575;14449143872
ESP;CTG;54247;1043291;2005998203
ESP;CTG;8986;15651;30093117
ESP;CTG;6535;12982;2496127
ESP;CTG;149423;590304;1135012919
ESP;CTG;1;6905;13276658
ESP;CTG;42;4999;961187724
ESP;CTG;25;16579;31877438
ESP;CTG;70972;82577;15952885476
ESP;CTG;5588352;570256;10964654264
ESP;CTG;65616;32808;6376103568
ESP;CTG;15000;150;2903895
ESP;CTG;25;30;580779
ESP;CTG;24000;1794492;34500185395
ESP;CTG;110040;11207311;21701052509
ESP;CTG;22020;5923769;11457517049
ESP;CTG;9810;12887865;24897808636
ESP;CTG;216;294779;569477655
ESP;CTG;9792;1462058;2824520609
ESP;CTG;22008;2254007;4364501374
ESP;CTG;100188;2654982;51291066262
ESP;CTG;109;125065;24189572
ESP;CTG;312;131723;254773358
ESP;CTG;1;40467;78269653
ESP;CTG;180;4053;7847946
ESP;CTG;44016;4804592;9303275628
ESP;CTG;405;340855;661602964
ESP;CTG;34008;1486778;2885850966
ESP;CTG;22008;2402296;4642941502
ESP;CTG;9009;852613;1649763524
ESP;CTG;1647744;14246745;27566739238
ESP;CTG;254606;12090884;23411941415
ESP;CTG;6446;251949;487856407
ESP;CTG;42036;11466271;22202484526
ESP;CTG;29;116134;224873748
ESP;CTG;38525;10170608;19677360199
ESP;CTG;19271;6797575;1318906287
ESP;CTG;1440;12096;2341700928
ESP;CTG;12528;540;10454022
ESP;CTG;5010;26052;5043484836
ESP;CTG;1500;4320;83632176
ESP;CTG;104928;79218;15370351668
ESP;CTG;2648;11411046;21940702807
ESP;CTG;75519;93349;18075446917
ESP;CTG;144;17;3298442
ESP;CTG;22;40;776104
ESP;CTG;900;61200;118939752
ESP;CTG;75;2000;3871860
ESP;CTG;2261;162132;311708498
ESP;CTG;3509284;25827637;49858072477
ESP;CTG;88032;9616004;1848734465
ESP;CTG;40800;11286417;21771161939
ESP;CTG;28;154746;29799132
ESP;CTG;13;2348984;4545166591
ESP;CTG;49;197697;38253381
ESP;CTG;21;1385;2662746
ESP;CTG;15172;7997132;15449499368
ESP;CTG;4800;13248;2560454208
ESP;CTG;62208;3541248;6844205422
ESP;CTG;7200;9504;1836847584
ESP;CTG;1200;3024;584451504
ESP;CTG;2648;11960572;22997309419
ESP;CTG;9072;775144;1490260849
ESP;CTG;26754;1191718;2291149358
ESP;CTG;1827;4694;9087255
ESP;CTG;4001;10281;19903296
ESP;CTG;361666;9294;1799253342
ESP;CTG;83494;21456;415373141
ESP;CTG;331546;8520;164941236
ESP;CTG;18708;48075;93069835
ESP;CTG;33393;8658;167612819
ESP;CTG;387012;991628;1919722394
ESP;CTG;45073;11643;22540033
ESP;CTG;491196;123711;2394958362
ESP;CTG;7748;1991;38544366
ESP;CTG;130;22415;43393871
ESP;CTG;2;1214513;2351212152
ESP;CTG;1;350;6775755
ESP;CTG;30;19578;379016375
ESP;CTG;164;5000;9742400
ESP;CTG;18590;1339;2572513
ESP;CTG;2;625;1200763
ESP;CTG;878460;365582959;70285517366
ESP;CTG;18025;6973396;13530201323
ESP;CTG;210;540;10454022
ESP;CTG;210;1560;30200508
ESP;CTG;17150;4792278;9213441992
ESP;CTG;48000;8017961;15481640356
ESP;CTG;60864;181875;352135463
ESP;CTG;1830021;3763331;7286335682
ESP;CTG;18225;622321;11964494618
ESP;CTG;143;6849;13325414
ESP;CTG;3596;37442;72847155
ESP;CTG;16430;6631681;1275113096
ESP;CTG;20175;16436949;31827357457
ESP;CTG;49500;8198665;15762425382
ESP;CTG;36525;1166015;22417337984
ESP;CTG;18863;7510218;14440346762
ESP;CTG;49500;8198665;15762425382
ESP;CTG;20612;4330432;8375748357
ESP;CTG;11;968;18722669
ESP;CTG;10;2;386832
ESP;CTG;80;110;2127576
ESP;CTG;27000;1076046;20886160465
ESP;CTG;960;17232;334474843
ESP;CTG;4908;285588;554329164
ESP;CTG;19193;6093056;11797009444
ESP;CTG;19198;7068093;1367640655
ESP;CTG;99783;26359792;50683553666
ESP;CTG;130095;41061412;78951240537
ESP;CTG;40132;11278559;21876891198
ESP;CTG;19269;5055173;9719884437
ESP;CTG;15787;4248151;8168174817
ESP;CTG;14505;3780133;730276334
ESP;CTG;100188;26650008;51603209991
ESP;CTG;400;2600;5044676
ESP;CTG;9700;2467566;4744043689
ESP;CTG;39178;1079142;20972693114
ESP;CTG;12220;3636962;7022500817
ESP;CTG;7016;2459351;4748687065
ESP;CTG;25000;60350;1166390485
ESP;CTG;10800;1416183;2741631155
ESP;CTG;83518;23206287;45150151987
ESP;CTG;20026;5626831;10917515116
ESP;CTG;17497;6937513;13328488726
ESP;CTG;115494;3151285;60543117679
ESP;CTG;5830;25960;502567428
ESP;CTG;38461;15889887;30549261151
ESP;CTG;19291;5041806;9744348874
ESP;CTG;19939;5362817;10381823802
ESP;CTG;38472;9753751;19004988748
ESP;CTG;15000;34200;66208806
ESP;CTG;1045;11;2129523
ESP;CTG;3917;81216;15696697536
ESP;CTG;1988109;6469277;12512125379
ESP;CTG;17173;4630125;8965449941
ESP;CTG;102831;27724941;53684635006
ESP;CVE;7833215;5146963847;99641617203
ESP;CVE;31742426;190010432;367408000000
SVN;CTG;38458;9724929;18868890742
USA;BOG;24;762;14651431
USA;BOG;500;10000;19225600
USA;BOG;1100;33000;63885690
USA;BOG;8;1;192276
USA;CTG;5000;7730;148613888
USA;CTG;25000;128260;2465875456
USA;CTG;44000;143630;2761372928
USA;CTG;13000;48750;93724800
USA;CTG;440767;26796863;51482669133
USA;CTG;148464;1136002;2184032005
USA;CTG;38000;122360;2352444416
USA;CTG;19000;54460;1047135096
USA;CTG;14690;2967907;5702002286
USA;CTG;4782;299178;575247491
USA;CTG;1037534;4315248;8343618313
USA;CTG;1861756;6933712;13360084293
USA;CTG;3856;2979168;5728225066
USA;CTG;38439;12202937;23444526623
USA;CTG;76808;22047188;42570253894
USA;CTG;87633;30045692;58318988629
USA;CTG;38501;11967982;23169175393
USA;CTG;6248796;53661888;10400113213
USA;CTG;53370;39770997;76648958954
USA;CTG;31846;83986547;16136899636
USA;CTG;7000;57540;1106241024
USA;CTG;400;45392;87208018
USA;CTG;2492;104888;201674451
USA;CTG;1343106;315483;6138037248
USA;CTG;210;61602;11905880142
USA;CTG;400;170108;328769433
USA;CTG;60;259048;50066466
USA;CTG;2233;8981286;17358221265
USA;CTG;3025;685991;1325821665
USA;CTG;200;57674;111467117
USA;CTG;1037534;4315248;8343618313
USA;CTG;358714;6039947;11604066975
USA;CTG;16;2138;4107568
USA;CTG;52;9843;18910568
USA;CTG;8;17;3266074
USA;CTG;594;4166;8009385
USA;CTG;1801;5834;11216215
USA;CTG;305;6736;12941338
USA;CTG;18144;26712;5160437856
USA;CTG;171428;1014089;19580740274
USA;CTG;100128;24560718;47454014256
USA;CTG;56834;14045616;27167913411
USA;CTG;6428;3317426;6377950531
USA;CTG;1124;2167603;4196327676
USA;CTG;18004;22953934;44130315351
USA;CTG;1006;737398;1417691899
USA;CTG;973;10703;2057715968
USA;CTG;117;1316994;2550134992
USA;CTG;155;5528754;10705492234
USA;CTG;18163;2618735;505643685
USA;CTG;5000;34750;67212060
USA;CTG;46211;137545;265720435
USA;CTG;24000;991412;1906049055
USA;CTG;173099;49844066;96313771743
USA;CTG;38594;14464337;28004981439
USA;CTG;33231;8866739;1704861108
USA;CTG;1346311;353188361;68329475509
USA;CTG;154395;57864465;11203370527
USA;CTG;47320;12600103;24226974044
USA;CTG;1562198;13541472;26191373484
USA;CTG;18464;5914488;11426081077
USA;CTG;1728;384122;742077609
USA;CTG;26544;39816;769197341
USA;CTG;1431044;4055514;7834766386
USA;CTG;29891;15567785;30116863168
USA;CTG;507;4016294;7776870561
USA;CTG;10699;1353933;2621661086
USA;CTG;12619;9092572;17602503982
USA;CTG;46;4;772752
USA;CTG;1;1;193633
USA;CTG;1507381;1633097;31549474324
USA;CTG;1803227;1987156;38389469333
USA;CTG;1000;5280;10216536
USA;CTG;36000;106670;2064011165
USA;CTG;1000;8220;15905289
USA;CTG;11000;20220;391436958
USA;CTG;2000;10560;204429984
USA;CTG;3000;20470;396276683
USA;CTG;22313;13379646;25902021661
USA;CTG;60948;677396;1311662196
USA;CTG;22443;1503306;2910896507
USA;CTG;68606;1379406;267098522
USA;CTG;1787164;8340424;16146143417
USA;CTG;62040;70819351;13709873832
USA;CTG;20342;28074524;54349879812
USA;CTG;4337;4176627;8085490444
USA;CTG;54583;7833897;15165876219
USA;CTG;9957;1075356;20801292167
USA;CTG;589701;7632647;14702115976
USA;CTG;391392;10710;2070939649
USA;CTG;24000;94222;1819304331
USA;CTG;195696;536401;1038649348
USA;CTG;97848;196199;37982753
USA;CTG;96283;25684127;49344858475
USA;CTG;76920;24944899;47958065021
USA;CTG;173096;47799962;91914168262
USA;CTG;19271;5506212;10657879009
USA;CTG;19268;543509;10521953784
USA;CTG;45696;35035124;678241462
USA;CTG;24970;33000;63884370
USA;CTG;277344;76032;1462780598
USA;CTG;1578;588;113594544
USA;CTG;434755;1348295;2610150808
USA;CTG;5080114;16562536;32102290161
