COD_PAI4,COD_SAL1,COD_SAL,CANTI,FOBDOL,FOBPES
PAN,35,BUN,38606,130836,2528758957
PAN,35,BUN,5746,42558,822548257
PAN,35,BUN,102557,159867,3089861416
PAN,35,BUN,25732,81322,1571767219
PAN,35,BUN,678,91432,176717027
PAN,35,BUN,12566,176262,340673906
PAN,35,BUN,292,35,67647
PAN,35,BUN,246,1672,3231591
PAN,35,BUN,434,1488,2875962
PAN,35,BUN,17,32,61849
PAN,35,BUN,18117,20862,399761816
PAN,35,BUN,171432,39042,748130612
PAN,35,BUN,79775,2150164,412018726
PAN,35,BUN,3379,1228727,2321261899
PAN,35,BUN,7125,1896002,3581851138
PAN,35,BUN,950,2430771,4592115342
PAN,35,BUN,11560,4098192,7855414426
PAN,35,BUN,1800,26683,5141787417
PAN,35,BUN,23300,21531,4123983147
PAN,35,BUN,10000,35000,67196150
PAN,35,BUN,3800,13795,2648488255
PAN,35,BUN,743148,4306176,8322847787
PAN,35,BUN,3,39500,76315185
PAN,35,BUN,5808,314716,606851127
PAN,35,BUN,2395,230375,4442205938
PAN,35,BUN,144,72,138834
PAN,35,BUN,188810,2231851,430553072
PAN,35,BUN,364,1892,363867548
PAN,35,BUN,32,2528,486182432
PAN,35,BUN,32,9472,1821645568
PAN,35,BUN,24,14851,2856129469
PAN,35,BUN,11222868,6628252,12806798204
PAN,35,BUN,585,246,47139012
PAN,35,BUN,2871131,6957186,13331498957
PAN,35,BUN,32238,96778,1854479391
PAN,35,BUN,149654,41419,793679162
PAN,35,BUN,93744,3080,59019576
PAN,35,BUN,147264,31824,609817853
PAN,35,BUN,277112,90736,1738701379
PAN,35,BUN,35274,1136077,2159932314
PAN,35,BUN,10560358,4601193,8819566742
PAN,35,BUN,3850,19477,37322217
PAN,35,BUN,1201,99563,190784612
PAN,35,BUN,450,6328,121258402
PAN,35,BUN,187776,5289632,10172967366
PAN,35,BUN,3085752,7892036,15223421763
PAN,35,BUN,18572258,7393078,14203979352
PAN,35,BUN,21000,36768,7059051552
PAN,35,BUN,14892,1086876,2086682364
PAN,35,BUN,17280,69792,134340527
PAN,35,BUN,190,61375,1178332488
PAN,35,BUN,80,840,16127076
PAN,35,BUN,576,180096,345764509
PAN,35,BUN,52,1352,259569128
PAN,35,BUN,5,45,863951
PAN,35,BUN,342908,1164008,2245324872
PAN,35,BUN,70229,342644,6578387891
PAN,35,BUN,252515,7019457,13476585301
PAN,35,BUN,11379,310098,595354049
PAN,35,BUN,85331,103725,1991405903
PAN,35,BUN,1336025,32285136,61983909753
PAN,35,BUN,42,696,133624344
PAN,35,BUN,1800,25248,4879857696
PAN,35,BUN,4150,45397,869520519
PAN,35,BUN,103225,11046,2115717702
PAN,35,BUN,16426,17578,336683739
PAN,35,BUN,29977,32078,614412389
PAN,35,BUN,5800,76296,14718490248
PAN,35,BUN,187,20,383074
PAN,35,BUN,30,6,1149222
PAN,35,BUN,14860,972972,18636013796
PAN,35,BUN,61,23998,4533606168
PAN,35,BUN,3,11410,215553156
PAN,35,BUN,29,16862,3185501592
PAN,35,BUN,550,3200,6184864
PAN,35,BUN,230566,475272,910725712
PAN,35,BUN,137791,370252,709484287
PAN,35,BUN,16743,86925,166567424
PAN,35,BUN,877165,163709,3115867497
PAN,35,BUN,766127,1391952,2650717511
PAN,35,BUN,119631,17895,342719498
PAN,35,BUN,23052,126976,243779953
PAN,35,BUN,691223,131889,2538691794
PAN,35,BUN,1039865,1543804,2974519469
PAN,35,BUN,165349,478595,917370896
PAN,35,BUN,8481,392515,755828796
PAN,35,BUN,1330218,417876,8009847168
PAN,35,BUN,4833,26624,512477389
PAN,35,BUN,462533,10672,204560896
PAN,35,BUN,485215,92365,1784879733
PAN,35,BUN,882866,7879652,15128065078
PAN,35,BUN,22400,23667,453310618
PAN,35,BUN,1800,493875,945953359
PAN,35,BUN,53835,1536185,2949306219
PAN,35,BUN,20,5,95769
PAN,35,BUN,12,1,191537
PAN,35,BUN,36,5,95769
PAN,35,BUN,708,5,957685
PAN,35,BUN,805,13281,2525010282
PAN,35,BUN,2448,1080,20533176
PAN,35,BUN,168436,784757,1513984594
PAN,35,BUN,798,29286,564965012
PAN,35,BUN,696,8352,161120938
PAN,35,BUN,366,2220,42207084
PAN,35,BUN,614,8700,16540614
PAN,35,BUN,701,2574,49655806
PAN,35,BUN,5754,21165,4083003645
PAN,35,BUN,10862,39882,7693756266
PAN,35,BUN,30000,2101,40322392
PAN,35,BUN,121020,8749118,16883713818
PAN,35,BUN,10212,71484,1379019289
PAN,35,BUN,1157,11308,217023136
PAN,35,BUN,2410,20147,386661224
PAN,35,BUN,9665,917455,17732295
PAN,35,BUN,1350,675,130216275
PAN,35,BUN,9315,46575,898492298
PAN,35,BUN,276,15672,300176786
PAN,35,BUN,132,6204,118829555
PAN,35,BUN,264,10458,200309395
PAN,35,BUN,472,35256,675282847
PAN,35,BUN,1566,14259,2731126083
PAN,35,BUN,4680,950075,1832818185
PAN,35,BUN,459408,278562148,53480868232
PAN,35,BUN,246571,131247,2479465825
PAN,35,BUN,354769,437904,8272707206
PAN,35,BUN,100032,3922088,7512249693
PAN,35,BUN,1,31629,6013368738
PAN,35,BUN,2,22797,43067181
PAN,35,BUN,81,3301283,6236651792
PAN,35,BUN,5,256981,485478226
PAN,35,BUN,1,93223,176113163
PAN,35,BUN,23257,1439857,2764581165
PAN,35,BUN,445500,2357586,44971834981
PAN,35,BUN,95290,6057109,11654256549
PAN,35,BUN,64872,253484,486661397
PAN,35,BUN,858715,3818767,7269871673
PAN,35,BUN,2228067,5070132,9722116741
PAN,35,BUN,77776,297195,570581709
PAN,35,BUN,71289,313577,602033347
PAN,35,BUN,478038,23423107,45090456671
PAN,35,BUN,1333831,7215466,13817183693
PAN,35,BUN,208887,1100225,2102790022
PAN,35,BUN,168462,115715,2213611559
PAN,35,BUN,344959,1052892,198908145
PAN,35,BUN,99608,336509,635719342
PAN,35,BUN,51205,1278414,2443505995
PAN,35,BUN,247904,1974549,379091688
PAN,35,BUN,996,100482,1926038976
PAN,35,BUN,30,45,86256
PAN,35,BUN,864,43518,834153024
PAN,35,BUN,290,16966,325204288
PAN,35,BUN,138,2412,46233216
PAN,35,BUN,310,20442,391832256
PAN,35,BUN,1438,97869,1875952992
PAN,35,BUN,696218,3525526,6702800542
PAN,35,BUN,1555305,7982224,15295697273
PAN,35,BUN,3362,203428,3899307904
PAN,35,BUN,1155,8480,16254464
PAN,35,BUN,872931,4213574,7960115458
PAN,35,BUN,36485,4327309,8307957276
PAN,35,BUN,12483,22374,4226806584
PAN,35,BUN,80352,14409,272209064
PAN,35,BUN,18250,45398,871591662
PAN,35,BUN,2100,136405,261882595
PAN,35,BUN,17821,652676,12530661256
PAN,35,BUN,486,512411,981892206
PAN,35,BUN,55,646175,1236029441
PAN,35,BUN,363,4358085,8323869903
PAN,35,BUN,3456,20877,394399933
PAN,35,BUN,350799,1073205,2027455958
PAN,35,BUN,194329,572657,1081840698
PAN,35,BUN,399224,1308992,2472895327
PAN,35,BUN,4992,134301,253716077
PAN,35,BUN,76097,24094,45517421
PAN,35,BUN,187819,875459,1653882124
PAN,35,BUN,35424,1143129,2194681936
PAN,35,BUN,20000,35379,678144672
PAN,35,BUN,2021,448807,861660071
PAN,35,BUN,35487,503374,957024716
PAN,35,BUN,198000,1039896,19932726528
PAN,35,BUN,513228,6307629,12167164035
PAN,35,BUN,4530953,14549439,28005778648
PAN,35,BUN,11124,556165,1070545324
PAN,35,BUN,114828,345619,667293731
PAN,35,BUN,825407,4084417,7875165952
PAN,35,BUN,631813,1910707,3685782829
PAN,35,BUN,184254,627117,1210130795
PAN,35,BUN,301412,1046631,2020759454
PAN,35,BUN,656617,241401,4654313763
PAN,35,BUN,223915,785172,151382352
PAN,35,BUN,82560698,38210844,73720628975
PAN,35,BUN,26300,5539368,10662563282
PAN,35,BUN,449009,2439763,4703709433
PAN,35,BUN,2000,1500,2893440
PAN,35,BUN,1800,3960,76308804
PAN,35,BUN,1800,3330,64168767
PAN,35,BUN,231451,1286598,2480882594
PAN,35,BUN,103088,549117,1058139411
PAN,35,BUN,84396,3186535,6133665625
PAN,35,BUN,4373166,13903662,26817408426
PAN,35,BUN,431274,147248,2840355021
PAN,35,BUN,438,672,12962611
PAN,35,BUN,150737,504009,970567522
PAN,35,BUN,770439,4316832,8326996255
PAN,35,BUN,1243848,3027244,5831651645
PAN,35,BUN,724141,8294733,15994318907
PAN,35,BUN,69615,1188792,2293132216
PAN,35,BUN,38679,164251,316161822
PAN,35,BUN,114504,50544,974973542
PAN,35,BUN,6000,16200,31217238
PAN,35,BUN,6455,18068,3481685532
PAN,35,BUN,3000,375,723360
PAN,35,BUN,1000,580,11187968
PAN,35,BUN,50,287,55361152
PAN,35,BUN,77,31425,60617568
PAN,35,BUN,2220,425472,818978289
PAN,35,BUN,1000,320,6172672
PAN,35,BUN,23040,50940,980528778
PAN,35,BUN,2304,126336,2440849421
PAN,35,BUN,384,3840,74189952
PAN,35,BUN,57432,310248,5994084434
PAN,35,BUN,3072,3072,593519616
PAN,35,BUN,12576,89424,1727698508
PAN,35,BUN,76165,1728946,3333840125
PAN,35,BUN,10678,5033328,9705514716
PAN,35,BUN,110352,2440129,4684779266
PAN,35,BUN,1140,47016,908711143
PAN,35,BUN,2169,72663,1404408665
PAN,35,BUN,164,12992,251105478
PAN,35,BUN,996,30876,596762065
PAN,35,BUN,3758,101009,1952271649
PAN,35,BUN,1264,87064,1682746872
PAN,35,BUN,80,41574,800245453
PAN,35,BUN,90,7650,147252555
PAN,35,BUN,500,367202,7068161138
PAN,35,BUN,1487,381626,737595284
PAN,35,BUN,2563,357128,689855696
PAN,35,BUN,51748,6328305,12228943148
PAN,35,BUN,15808,3326375,6427574878
PAN,35,BUN,110808,432054,831647783
PAN,35,BUN,1492013,2376834,4575096462
PAN,35,BUN,11741,26928,520257038
PAN,35,BUN,9961,28176,544368774
PAN,35,BUN,17078,26368,50943767
PAN,35,BUN,1613,4788,923720112
PAN,35,BUN,1682,57181,110065991
PAN,35,BUN,112000,4867212,9374483266
PAN,35,BUN,40,10916,21011881
PAN,35,BUN,825,38258,73641676
PAN,35,BUN,5,3902,7510843
PAN,35,BUN,8,2968,5713014
PAN,35,BUN,2,2312,4450299
PAN,35,BUN,1874,8294946,16002029177
PAN,35,BUN,325,158334,304772367
PAN,35,BUN,50,37723,72611871
PAN,35,BUN,53,50827,97835367
PAN,35,BUN,60,180847,347206347
PAN,35,BUN,1722,1599968,3071762564
PAN,35,BUN,325,1319,2538904
PAN,35,BUN,8,4782,9204728
PAN,35,BUN,5,3535,6804415
PAN,35,BUN,10,2887,55571
PAN,35,BUN,1155,296044,569846214
PAN,35,BUN,9,4446,8557972
PAN,35,BUN,8,10745,20682728
PAN,35,BUN,160,78378,150867461
PAN,35,BUN,72,4419,8520937
PAN,35,BUN,24924,2609543,5043646424
PAN,35,BUN,283,3133503,6044401947
PAN,35,BUN,2,38094,734818022
PAN,35,BUN,1,25577,4931885
PAN,35,BUN,42412,167066,32193128561
PAN,35,BUN,114,46688,89868331
PAN,35,BUN,355257,1148575,221085756
PAN,35,BUN,2,124627,239890773
PAN,35,BUN,5,35691,6895072908
PAN,35,BUN,140,1458891,2808175519
PAN,35,BUN,448,870535,1675666705
PAN,35,BUN,42,2566337,4948539321
PAN,35,BUN,5,1994,38449305
PAN,35,BUN,2,169268,326391021
PAN,35,BUN,700,30828,5947121964
PAN,35,BUN,20000,50362,957492416
PAN,35,BUN,1306,50,96462
PAN,35,BUN,102,5184,10015644
PAN,35,BUN,56,4896,9459219
PAN,35,BUN,1634,50,96462
PAN,35,BUN,1,2775,53613833
PAN,35,BUN,17,20,385848
PAN,35,BUN,1333,30,578688
PAN,35,BUN,21440,270445,514175443
PAN,35,BUN,306,27394,525088192
PAN,35,BUN,72,4104,78665472
PAN,35,BUN,132,6204,118918272
PAN,35,BUN,258,10626,203679168
PAN,35,BUN,674,5537,106133216
PAN,35,BUN,859,75412,1445497216
PAN,35,BUN,1,48621,9185284836
PAN,35,BUN,22757202,10589237,20426214603
PAN,35,BUN,26472,720,13888512
PAN,35,BUN,2405,10897,21019877
PRY,35,BUN,89697,10306871,19595629283
PRY,6,CTG,150,1215,232717455
PRY,6,CTG,512,30378,581851099
PRY,6,CTG,352,42692,81770976
PRY,6,CTG,840,4413,845252781
PRY,6,CTG,624,28245,540996257
PRY,6,CTG,420,3066,587252442
PRY,6,CTG,20,504,96534648
PER,35,BUN,2443,9135,17367645
PER,35,BUN,50,457552,88272762
PER,35,BUN,106,2481769,4787928026
PER,35,BUN,100,1159749,2237434161
PER,35,BUN,251,938107,1809833549
PER,35,BUN,25,623554,1202985319
PER,35,BUN,2,58738,113319699
PER,35,BUN,9,31114,600263734
PER,35,BUN,4,48605,9377071
PER,35,BUN,60,627681,1210947292
PER,35,BUN,5620,1385015,2671638534
PER,35,BUN,5700,87210,1685568717
PER,35,BUN,114200,1546909,2984188559
PER,35,BUN,2790566,5999084,11594849583
PER,35,BUN,1705498,4356488,8420089312
PER,35,BUN,3196451,6489732,12543159318
PER,35,BUN,99540,3543624,684776989
PER,35,BUN,2785,2538799,4906025964
PER,35,BUN,30,301248,581179692
PER,35,BUN,4747,19137003,36914513307
PER,35,BUN,35,3071,5924696
PER,35,BUN,86,367,7080311
PER,35,BUN,38,12818,24728998
PER,35,BUN,5,1555,2999968
PER,35,BUN,102,112478,216997057
PER,35,BUN,15,12626,24358584
PER,35,BUN,4,63,121542
PER,35,BUN,23,123,237297
PER,35,BUN,2,5119,987578
PER,35,BUN,8,14491,27956617
PER,35,BUN,137,513,9897001
PER,35,BUN,1,689,1329246
PER,35,BUN,70,1437,2772318
PER,35,BUN,10,9845,18993368
PER,35,BUN,20,2323,4481625
PER,35,BUN,23490,970992,18460694102
PER,35,BUN,7400,1349397,258652417
PER,35,BUN,12000,1424808,2748397641
PER,35,BUN,14000,1993792,3845945016
PER,35,BUN,147,6000,11592180
PER,35,BUN,5130000,10481244,20257833966
PER,35,BUN,217120,11382048,21903928837
PER,35,BUN,8000,33600,63475776
PER,35,BUN,24584,8794872,168259999
PER,35,BUN,6041,2859449,5504595158
PER,35,BUN,86359,37067531,71072033265
PER,35,BUN,2040,8466,1628172654
PER,35,BUN,24,140,2694818
PER,35,BUN,8868,970416,1869981928
PER,35,BUN,27476,383796,731412954
PER,35,BUN,1503,150304,289972489
PER,35,BUN,129995,5193168,9941744701
PER,35,BUN,825256,5609598,10733947818
PER,35,BUN,10208064,29288049,562512029
PER,35,BUN,112639,981016,1888328268
PER,35,BUN,4272317,1722623,33060580616
PER,35,BUN,952306,4269411,821806115
PER,35,BUN,113423,2834982,5478375916
PER,35,BUN,480408,2037729,3903004995
PER,35,BUN,1552764,5113983,9799516504
PER,35,BUN,1154828,2063531,3952425371
PER,35,BUN,2666631,5504493,10591137683
PER,35,BUN,995806,1908425,3688546587
PER,35,BUN,852953,140419,2713976306
PER,35,BUN,1841293,4145237,7939662593
PER,35,BUN,3919194,7575121,14640966615
PER,35,BUN,2894964,5467408,10514308611
PER,35,BUN,597,244704,4720658275
PER,35,BUN,102,27864,537532783
PER,35,BUN,100,1864298,3603259245
PER,35,BUN,170,504962,975975405
PER,35,BUN,106,2776114,5365589856
PER,35,BUN,46,1446037,2794856932
PER,35,BUN,35,1198126,2315701989
PER,35,BUN,20,279632,540464341
PER,35,BUN,48,966333,1867699432
PER,35,BUN,150,54081,104526134
PER,35,BUN,198,71388,137976585
PER,35,BUN,198,71388,137976585
PER,35,BUN,400,144217,278738291
PER,35,BUN,1694,571221,1100825431
PER,35,BUN,1488,40584,78205479
PER,35,BUN,96,19659,37807992
PER,35,BUN,104,4508,86697405
PER,35,BUN,1122592,4099126,7908382028
PER,35,BUN,1372456,543204,10450565247
PER,35,BUN,50,9095,17491413
PER,35,BUN,10450,3767674,7282047277
PER,35,BUN,343035,1075776,20646292992
PER,35,BUN,2440000,5193066,10037002173
PER,35,BUN,69000,22425,429712335
PER,35,BUN,369,163011,313501125
PER,35,BUN,277,17596,33907316
PER,35,BUN,17368,110304,212554705
PER,35,BUN,4898,31104,59937097
PER,35,BUN,7452,47329,912025097
PER,35,BUN,135421,6666,1286031384
PER,35,BUN,89922,4068,783797832
PER,35,BUN,138000,44850,864255015
PER,35,BUN,4160,779712,1506731063
PER,35,BUN,633600,5806918,11223436903
PER,35,BUN,1182093,2910379,5624074587
PER,35,BUN,3616,7020,133465644
PER,35,BUN,303311,120802,2313805267
PER,35,BUN,22281,24576,470721331
PER,35,BUN,5700,87210,1658053962
PER,35,BUN,163,172696,332783465
PER,35,BUN,2,67503,130229488
PER,35,BUN,126,79451,1531012825
PER,35,BUN,165,210375,399969158
PER,35,BUN,2535,2786939,5376674196
PER,35,BUN,4645594,43575505,83959633172
PER,35,BUN,4156,1926366,3711679012
PER,35,BUN,4638,413448,7966068
PER,35,BUN,724,61822,1191400227
PER,35,BUN,327615,5314881,10239913395
PER,35,BUN,210523,6536931,12594975052
PER,35,BUN,1607943,17951861,34589372855
PER,35,BUN,342544,1266336,2439762346
PER,35,BUN,821378,4289765,8262385654
PER,35,BUN,1248,1264,243303568
PER,35,BUN,42695,4376199,843711668
PER,35,BUN,6918,81863,157933374
PER,35,BUN,806935,2623054,5051660299
PER,35,BUN,521259,5461327,10516891968
PER,35,BUN,17947,1135226,2188467234
PER,35,BUN,2474,215056,414169217
PER,35,BUN,32497,56816,1094199517
PER,35,BUN,19394,564418,1087311887
PER,35,BUN,365358,3711697,7146255742
PER,35,BUN,472509,145053,2795527044
PER,35,BUN,446428,2085245,4016969492
PER,35,BUN,23166,2079,400180473
PER,35,BUN,1683283,5643586,10879241514
PER,35,BUN,5806,13284,255699731
PER,35,BUN,91360,12382328,23772707704
PER,35,BUN,3120,495899,95845871
PER,35,BUN,37372,8197539,1581502014
PER,35,BUN,3248,1800316,3448271257
PER,35,BUN,15705565,77169714,14877399113
PER,35,BUN,6000,207181,3987964915
PER,35,BUN,17,35048,67462844
PER,35,BUN,307,386234,74345024
PER,35,BUN,48,414,79689618
PER,35,BUN,13944,206853,398165134
PER,35,BUN,5391,67674,1286631623
PER,35,BUN,477828,3848901,7418043153
PER,35,BUN,7000,1359621,2617093674
PER,35,BUN,47,6132,11803303
PER,35,BUN,3800,614088,1182039568
PER,35,BUN,5000,1377567,2656293568
PER,35,BUN,78000,68640,1324617008
PER,35,BUN,253734,1559894,2965701671
PER,35,BUN,217,963204,1861314674
PER,35,BUN,1000,2240,43214976
PER,35,BUN,10500,37800,72921114
PER,35,BUN,120500,169905,32675959695
PER,35,BUN,137344,2637939,5056401475
PER,35,BUN,1200811,22280874,42967001887
PER,35,BUN,214095,3961627,7593646634
PER,35,BUN,20145,1064775,2053152394
PER,35,BUN,1875,19500,37437855
PER,35,BUN,361,182926,351801454
PER,35,BUN,9338,675908,1302467957
PER,35,BUN,578,7758,1498868874
PER,35,BUN,858,7104,137279117
PER,35,BUN,1,2013,3879031
PER,35,BUN,135998,38000,73216120
PER,35,BUN,3782,12772236,24521058447
PER,35,BUN,3553,200,380244
PER,35,BUN,1,6305,1218144915
PER,35,BUN,1,100,190122
PER,35,BUN,1,700,1330854
PER,35,BUN,61,50325,96975772
PER,35,BUN,181,20221675,39076769204
PER,35,BUN,6885,4549163,87444768006
PER,35,BUN,4131,27303938,52336188358
PER,35,BUN,9879,854929,1649363224
PER,35,BUN,475,112056,2159307914
PER,35,BUN,2688,882,169334298
PER,35,BUN,67702,608438,1169626154
PER,35,BUN,3718,413756,797825007
PER,35,BUN,5,20256,39058632
PER,35,BUN,904,21696,417619795
PER,35,BUN,357,50337,96892181
PER,35,BUN,1675,27135,522313475
PER,35,BUN,3511,649535,1252465864
PER,35,BUN,81,30807,592994701
PER,35,BUN,5508,996948,1918995297
PER,35,BUN,3456,462377,890015616
PER,35,BUN,1300,55495,1070082338
PER,35,BUN,86,1248,240223776
PER,35,BUN,343125,107604,2065135968
PER,35,BUN,3880,157444,3025179044
PER,35,BUN,1852,908084,1726467462
PER,35,BUN,41819,17268657,3301318676
PER,35,BUN,162744,4834242,9263471205
PER,35,BUN,39,488097,943379239
PER,35,BUN,62,1109308,2144037223
PER,35,BUN,100,1142218,2207644684
PER,35,BUN,80,350237,676927566
PER,35,BUN,10,121776,2353650
PER,35,BUN,6,121221,234292312
PER,35,BUN,15,1145,2176897
PER,35,BUN,99,55935,106344741
PER,35,BUN,27716,91637,1755966521
PER,35,BUN,452,104724,199103363
PER,35,BUN,7526836,2151792,41464816661
PER,35,BUN,67353,23496,45276557
PER,35,BUN,48195,14322,275983508
PER,35,BUN,104,240,4562928
PER,35,BUN,1568,24256,46115992
PER,35,BUN,100,172,32700984
PER,35,BUN,99755,1403605,2707736514
PER,35,BUN,2632,741808,14226465062
PER,35,BUN,200,104,19772688
PER,35,BUN,6444,845724,16155937973
PER,35,BUN,531,4049464,7698921946
PER,35,BUN,4282767,20665959,39801863828
PER,35,BUN,20,131437,25403749
PER,35,BUN,121,2495756,4744981222
PER,35,BUN,40,8845,1709535065
PER,35,BUN,377,868464,1678541165
PER,35,BUN,250,75,14468475
PER,35,BUN,40,119,2299996
PER,35,BUN,45,158,30537766
PER,35,BUN,170,11626,22470384
PER,35,BUN,1170,2161984,4168845648
PER,35,BUN,4620,1138357,2195036885
PER,35,BUN,265958,1138639,2195580652
PER,35,BUN,7392,28448,54854856
PER,35,BUN,50841,586735,1131371764
PER,35,BUN,47,5425,10460756
PER,35,BUN,110,981472,1896959637
PER,35,BUN,443,469136,906731987
PER,35,BUN,62,14748,2850449196
PER,35,BUN,250,1019138,1969759352
PER,35,BUN,5,72905,140908597
PER,35,BUN,14380,3738405,7208579441
PER,35,BUN,1176,779,150210675
PER,35,BUN,2354945,5780318,11145898184
PER,35,BUN,179000,48382,932925915
PER,35,BUN,182720,24767903,47577616761
PER,35,BUN,22840,3095938,5983736088
PER,35,BUN,1512,1440712,2778052914
PER,35,BUN,29400,39795,7673470875
PER,35,BUN,4304,49674,95783891
PER,35,BUN,869874,9864978,18939672612
PER,35,BUN,954,873,1676064
PER,35,BUN,25535,7980,153207222
PER,35,BUN,106611,539455,103569426
PER,35,BUN,9487,26862,51572085
PER,35,BUN,5611,25007,480106893
PER,35,BUN,22840,3096071,5886312107
PER,35,BUN,7,6206,11994771
PER,35,BUN,34,769,14863
PER,35,BUN,5,292,5643688
PER,35,BUN,5,995,1923106
PER,35,BUN,78,66083,12772324
PER,35,BUN,1211,81764,158031006
PER,35,BUN,22,24458,47271689
PER,35,BUN,6,10981,21223747
PER,35,BUN,6,980,18941146
PER,35,BUN,40,43986,85014821
PER,35,BUN,5,1366,2640164
PER,35,BUN,3,2119,409554
PER,35,BUN,14,3794,7332929
PER,35,BUN,3,1492,2883693
PER,35,BUN,10,9889,19113163
PER,35,BUN,10,19658,37994393
PER,35,BUN,3,806,1557813
PER,35,BUN,15,8254,15953084
PER,35,BUN,40,5406,10448555
PER,35,BUN,41820,199247,38163172639
PER,35,BUN,13125,628084,12058521907
PER,35,BUN,5928394,26005165,50242758934
PER,35,BUN,463162,1879272,3631542798
PER,35,BUN,50,409565,791594945
PER,35,BUN,40,1080187,2087753028
PER,35,BUN,30,873658,1688579973
PER,35,BUN,15695,3034636,5863007791
PER,35,BUN,50,244888,473130963
PER,35,BUN,1092062,2746152,5306719048
PER,35,BUN,7000,174616,33736335
PER,35,BUN,678265,16417112,31718352898
PER,35,BUN,789976,20548,3969935244
PER,35,BUN,4856983,23471487,4504647785
PER,35,BUN,500,2135,411869255
PER,35,BUN,1000,3380,65204594
PER,35,BUN,50,17175,331328078
PER,35,BUN,3000,6660,128480058
PER,35,BUN,600,150,2893695
PER,35,BUN,273542,5614872,1084810115
PER,35,BUN,4527,383159,740274683
PER,35,BUN,12432,97754,187609477
PER,35,BUN,142485,218592,4223263018
PER,35,BUN,1992,25896,499567505
PER,35,BUN,9664,3171,60857832
PER,35,BUN,745,490981,942629512
PER,35,BUN,120759,1202629,2323984332
PER,35,BUN,3236,23729,458543942
PER,35,BUN,663668,4346382,8399035505
PER,35,BUN,108718,2641941,5105339627
PER,35,BUN,10000,40018,7720432632
PER,35,BUN,20000,18910,364819284
PER,35,BUN,46104,128127,2475452078
PER,35,BUN,14520,1780541,3440058628
PER,35,BUN,22740,252581,4879940694
PER,35,BUN,4124,154866,299205758
PER,35,BUN,46115,1888688,3649001877
PER,35,BUN,18143,469311,906722931
PER,35,BUN,28374,4729762,9138042077
PER,35,BUN,762,22503,4320328467
PER,35,BUN,4813,9412176,18070342581
PER,35,BUN,12956,91009,175832118
PER,35,BUN,6479,320456,619130606
PER,35,BUN,40,8185,15813666
PER,35,BUN,35,3905,7544577
PER,35,BUN,6,20355,386993331
PER,35,BUN,21610,4454064,8468155558
PER,35,BUN,540468,8528181,16213948281
PER,35,BUN,1239505,5770674,11133015108
PER,35,BUN,62244,1828634,3534328936
PER,35,BUN,8100,768366,1485074754
PER,35,BUN,219600,1254355,2424379714
PER,35,BUN,374,296791,573628741
PER,35,BUN,3000,4437,857570049
PER,35,BUN,17280,1815438,3508824103
PER,35,BUN,14840,1845955,3567806446
PER,35,BUN,175,14637,28289954
PER,35,BUN,13,48338098,93426425671
PER,35,BUN,20,109874,212361171
PER,35,BUN,242190,10838,2094736126
PER,35,BUN,159,1363868,26312287
PER,35,BUN,733948,3651164,7028016047
PER,35,BUN,456,82269,157645503
PER,35,BUN,945,70226,1345684657
PER,35,BUN,75,30371,58197518
PER,35,BUN,682,470779,902116135
PER,35,BUN,122775,18586,356148649
PER,35,BUN,594405,1144199,2192537008
PER,35,BUN,22674,35831,686600788
PER,35,BUN,160144,313372,600489694
PER,35,BUN,16671,204171,391236554
PER,35,BUN,90075,125736,240937838
PER,35,BUN,36392,712125,1364588168
PER,35,BUN,60,12484,2392209
PER,35,BUN,9132,132284,253485246
PER,35,BUN,194895,2489595,4803026258
PER,35,BUN,1368,3180,61438554
PER,35,BUN,50076,556614,10737807658
PER,35,BUN,217504,895243,1729636333
PER,35,BUN,1489931,5949684,11494967979
PER,35,BUN,343729,776459,1500142082
PER,35,BUN,73275,228948,442334404
PER,35,BUN,27000,29700,56108052
PER,35,BUN,500,77292,149330463
PER,35,BUN,48200,1149747,2221345696
PER,35,BUN,100,2117,40901075
PER,35,BUN,420,61254,118344566
PER,35,BUN,20825,425,8211128
PER,35,BUN,252,170,3284451
PER,35,BUN,8,16,3091248
PER,35,BUN,360,133812,2569043207
PER,35,BUN,1500,25071,4836797604
PER,35,BUN,5004,922237,1770593594
PER,35,BUN,22730,3601326,69161499018
PER,35,BUN,621876,7994638,15199565658
PER,35,BUN,738455,4045509,781903843
PER,35,BUN,88680,4348177,8352974738
PER,35,BUN,88000,981436,1887469307
PER,35,BUN,22638,2094015,3955929377
PER,35,BUN,57367,94097,180655889
PER,35,BUN,49005,8506,163305843
PER,35,BUN,7292,5889491,11307174877
PER,35,BUN,816,400272,768478211
PER,35,BUN,302,316901,608415061
PER,35,BUN,54,21325,40941654
PER,35,BUN,4960,441544,848879258
PER,35,BUN,409725,6251978,12059815482
PER,35,BUN,600,10515,2018764335
PER,35,BUN,2000,2680,5167710
PER,35,BUN,6400,5396,10404837
PER,35,BUN,8000,23280,44889660
PER,35,BUN,24411,1281578,2464717994
PER,35,BUN,2120,1210473,233564978
PER,35,BUN,207000,1057562,2010658026
PER,35,BUN,2120,49208,94951961
PER,35,BUN,180000,178294,338976119
PER,35,BUN,1647240,185733,3531192943
PER,35,BUN,97920,8245592,15905417144
PER,35,BUN,9765,41035,780165627
PER,35,BUN,442365,831662,1596699557
PER,35,BUN,18916,286256,549580031
PER,35,BUN,159,18062,34677053
PER,35,BUN,142905,243368,46723979
